y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.588469420157315,0.2655086631421,0.673712232848629,0.814251750474796,0.831898988224566,0.366526579251513,0.0728773572482169,0.0616094244178385,0.51675015501678,0.0597310056909919,0.0543226287700236,0.802349541336298,0.485714763170108,0.762412854935974,0.2615110501647,0.0899519557133317,0.886861315229908,0.354079808108509,0.744542785687372,0.342614099383354,0.702561743091792
0.697113806582362,0.37212389963679,0.0948578554671258,0.928777225781232,0.766842754324898,0.741393025033176,0.874308753525838,0.35532134771347,0.658048582263291,0.0525821361225098,0.613883084617555,0.47949518612586,0.460572879295796,0.59382830420509,0.801221817964688,0.140876298537478,0.211456225486472,0.373679022537544,0.82329374877736,0.668929560808465,0.679854923160747
0.644418445982217,0.572853363351896,0.492596120806411,0.147481045220047,0.272780316416174,0.933506249915808,0.198872806271538,0.577037754002959,0.588396580191329,0.972770247841254,0.785630304832012,0.177401563152671,0.311910333810374,0.719509370625019,0.405676354188472,0.481771796941757,0.225730771431699,0.840217896504328,0.40783879137598,0.973850929643959,0.779563133371994
0.638743989738063,0.908207789994776,0.461551840649918,0.749821664998308,0.188163298880681,0.673209949862212,0.53458975860849,0.535031558480114,0.0799245799425989,0.794607590185478,0.579446654533967,0.397133344551548,0.0205816389061511,0.284091336419806,0.266299674520269,0.676956048002467,0.297417617635801,0.13424199144356,0.622971057659015,0.641042714007199,0.193123138509691
0.273513394638255,0.201681931037456,0.375216530868784,0.975657349685207,0.225761834764853,0.70135710737668,0.105562190990895,0.604272830300033,0.156136253383011,0.0316677016671747,0.527169481385499,0.814226992661133,0.412714944686741,0.441674972185865,0.0502015422098339,0.985664874780923,0.258082825224847,0.540678615681827,0.772069227416068,0.686149506364018,0.839675639988855
0.630160990791471,0.898389684967697,0.991099219536409,0.974792463472113,0.0619703675620258,0.847625407855958,0.383995017269626,0.486148978350684,0.985081367427483,0.543284805025905,0.410513413604349,0.941357076400891,0.979999884497374,0.75138835189864,0.811852451646701,0.127168807433918,0.703683105530217,0.515245749149472,0.657655018847436,0.779479287564755,0.811935189412907
0.897254560675279,0.944675268605351,0.176350713707507,0.350625570164993,0.0599002409726381,0.706156654981896,0.747705924557522,0.131626568036154,0.991829797392711,0.0175970334094018,0.730523158563301,0.173349933931604,0.135402775136754,0.934092341689393,0.411933311028406,0.922500779852271,0.399653353029862,0.930955319199711,0.705773057648912,0.419920344604179,0.851643946953118
0.487511651777071,0.660797792486846,0.813435208518058,0.393949056975544,0.148155870381743,0.85880775959231,0.695790997939184,0.96457004873082,0.2947561906185,0.776669898070395,0.8836000605952,0.354940799530596,0.730675936909393,0.0714133388828486,0.589451455278322,0.555134221212938,0.285388074116781,0.771494829794392,0.131019678432494,0.460893222130835,0.438100084429607
0.777047995103988,0.629114043898881,0.0684466371312738,0.950951009057462,0.0729878859128803,0.44564449111931,0.0983917720150203,0.742461576359347,0.788712464505807,0.757301493315026,0.114475055364892,0.705040041357279,0.525304057169706,0.389918048400432,0.0379020404070616,0.572697894880548,0.097424098988995,0.712276884587482,0.201814072439447,0.121075234143063,0.523055503377691
0.439527244275962,0.0617862704675645,0.40044974675402,0.106648319633678,0.042885891860351,0.676634992007166,0.611531793372706,0.366839384660125,0.686831065220758,0.0105481466744095,0.324147744104266,0.959240919910371,0.961599416332319,0.127625434426591,0.287367034470662,0.89107434055768,0.00888858665712178,0.0783811616711319,0.278769583906978,0.901250330498442,0.172143614618108
0.566871390517631,0.205974574899301,0.141144325723872,0.934760116506368,0.522461272310466,0.127824782626703,0.0209252538625151,0.150825294898823,0.400826663477346,0.81791408197023,0.366757013369352,0.427801409969106,0.720230341888964,0.978706541005522,0.493830243125558,0.256899788510054,0.335543330293149,0.556638094829395,0.553619689308107,0.355748583329842,0.103250428335741
0.48365907260243,0.176556752528995,0.193309862399474,0.346162099856883,0.789231489412487,0.736171535216272,0.649712249170989,0.226939673302695,0.396841136040166,0.856345876585692,0.253948567667976,0.135915317805484,0.910616386216134,0.161171129206195,0.291815681150183,0.966413114219904,0.951405642088503,0.204383614007384,0.632015708833933,0.667705062311143,0.396078826626763
0.465830077433808,0.687022846657783,0.841351716779172,0.53306060587056,0.69475334812887,0.0672451483551413,0.978378070285544,0.745116808917373,0.887413940625265,0.42230969760567,0.120749427936971,0.813741239253432,0.303850163239986,0.115898978663608,0.960031080758199,0.979451957857236,0.344889228232205,0.966350478120148,0.388043860206381,0.776311087189242,0.00398160400800407
