y	x	key	label	showSelected1	PANEL	anchor
-0.243618577906921	1	1	p=1.0000	sin easy 10	1	start
-0.244736292429215	1.14612803567824	1	p=1.0000	sin easy 14	1	start
-0.25390882502565	1.27875360095283	1	p=1.0000	sin easy 19	1	start
-0.247562702117983	1.39794000867204	1	p=0.0179	sin easy 25	1	start
-0.244759658651882	1.54406804435028	1	p=0.0088	sin easy 35	1	start
-0.253665886114376	1.68124123737559	1	p<0.0001	sin easy 48	1	start
-0.251782585200965	1.81291335664286	1	p=0.0006	sin easy 65	1	start
-0.250754991353924	1.94939000664491	1	p<0.0001	sin easy 89	1	start
-0.250393293530301	2.08278537031645	1	p<0.0001	sin easy 121	1	start
-0.248971734829739	2.21748394421391	1	p<0.0001	sin easy 165	1	end
-0.250810812205227	2.3541084391474	1	p<0.0001	sin easy 226	1	end
-0.253366358257615	2.48855071650044	1	p<0.0001	sin easy 308	1	end
-0.252381540440107	2.62428209583567	1	p<0.0001	sin easy 421	1	end
-0.253050018468013	2.75966784468963	1	p<0.0001	sin easy 575	1	end
-0.254572280720488	2.89486965674525	1	p<0.0001	sin easy 785	1	end
-0.255012524923285	3.03019478535675	1	p<0.0001	sin easy 1072	1	end
-0.254821404199342	3.16554107672237	1	p<0.0001	sin easy 1464	1	end
-0.254809130578115	3.30102999566398	1	p<0.0001	sin easy 2000	1	end
0.573208068150398	1	1	p=1.0000	sin hard 10	2	start
0.569520798384793	1.14612803567824	1	p=1.0000	sin hard 14	2	start
0.573164561592752	1.27875360095283	1	p=1.0000	sin hard 19	2	start
0.602764712386695	1.39794000867204	1	p=0.8805	sin hard 25	2	start
0.588409932640229	1.54406804435028	1	p=0.7165	sin hard 35	2	start
0.5879099164872	1.68124123737559	1	p=0.3069	sin hard 48	2	start
0.568376053389093	1.81291335664286	1	p=0.7122	sin hard 65	2	start
0.557015316503905	1.94939000664491	1	p=0.5765	sin hard 89	2	start
0.558276187085725	2.08278537031645	1	p=0.9802	sin hard 121	2	start
0.558997113282746	2.21748394421391	1	p=0.8202	sin hard 165	2	end
0.559273707406971	2.3541084391474	1	p=0.1526	sin hard 226	2	end
0.560072517154487	2.48855071650044	1	p=0.1031	sin hard 308	2	end
0.559390880552547	2.62428209583567	1	p=0.0378	sin hard 421	2	end
0.558513950088095	2.75966784468963	1	p=0.0111	sin hard 575	2	end
0.556244777411647	2.89486965674525	1	p=0.0166	sin hard 785	2	end
0.555819248745663	3.03019478535675	1	p=0.0128	sin hard 1072	2	end
0.555686846384433	3.16554107672237	1	p=0.0127	sin hard 1464	2	end
0.555827931512824	3.30102999566398	1	p=0.0209	sin hard 2000	2	end
