group	y	x	showSelected1	PANEL
1	-0.284757002071216	1	featureless	1
1	-0.285598573138936	1.14612803567824	featureless	1
1	-0.29482244457449	1.27875360095283	featureless	1
1	-0.288524547920498	1.39794000867204	featureless	1
1	-0.285742323129609	1.54406804435028	featureless	1
1	-0.294561081051357	1.68124123737559	featureless	1
1	-0.292617498152433	1.81291335664286	featureless	1
1	-0.291576792010968	1.94939000664491	featureless	1
1	-0.291228708990738	2.08278537031645	featureless	1
1	-0.289829381195071	2.21748394421391	featureless	1
1	-0.291579852299786	2.3541084391474	featureless	1
1	-0.294243346552104	2.48855071650044	featureless	1
1	-0.293260605337328	2.62428209583567	featureless	1
1	-0.293926452414552	2.75966784468963	featureless	1
1	-0.295466713390275	2.89486965674525	featureless	1
1	-0.295899602302167	3.03019478535675	featureless	1
1	-0.29571063775282	3.16554107672237	featureless	1
1	-0.295712118598488	3.30102999566398	featureless	1
1	0.533415825275081	1	featureless	2
1	0.529496149688413	1.14612803567824	featureless	2
1	0.534197340493631	1.27875360095283	featureless	2
1	0.559707414624782	1.39794000867204	featureless	2
1	0.540250824199998	1.54406804435028	featureless	2
1	0.522134047424706	1.68124123737559	featureless	2
1	0.520665581290768	1.81291335664286	featureless	2
1	0.516666201684916	1.94939000664491	featureless	2
1	0.517246201962079	2.08278537031645	featureless	2
1	0.518417229038186	2.21748394421391	featureless	2
1	0.518652416643485	2.3541084391474	featureless	2
1	0.51939750327792	2.48855071650044	featureless	2
1	0.518741005700168	2.62428209583567	featureless	2
1	0.517875984544721	2.75966784468963	featureless	2
1	0.515701546735396	2.89486965674525	featureless	2
1	0.515342258083833	3.03019478535675	featureless	2
1	0.515217839613013	3.16554107672237	featureless	2
1	0.515349868531579	3.30102999566398	featureless	2
2	-0.284757002071216	1	rpart	1
2	-0.285598573138936	1.14612803567824	rpart	1
2	-0.29482244457449	1.27875360095283	rpart	1
2	-0.322083309834425	1.39794000867204	rpart	1
2	-0.363155282177514	1.54406804435028	rpart	1
2	-0.587645638934879	1.68124123737559	rpart	1
2	-0.680606738136374	1.81291335664286	rpart	1
2	-0.91188113169532	1.94939000664491	rpart	1
2	-1.02073698676499	2.08278537031645	rpart	1
2	-1.14741287921321	2.21748394421391	rpart	1
2	-1.23915305163284	2.3541084391474	rpart	1
2	-1.25156395457696	2.48855071650044	rpart	1
2	-1.28210235799013	2.62428209583567	rpart	1
2	-1.25581602611556	2.75966784468963	rpart	1
2	-1.26903913247614	2.89486965674525	rpart	1
2	-1.31491532450424	3.03019478535675	rpart	1
2	-1.30157574823537	3.16554107672237	rpart	1
2	-1.29303632826923	3.30102999566398	rpart	1
2	0.533415825275081	1	rpart	2
2	0.529496149688413	1.14612803567824	rpart	2
2	0.534197340493631	1.27875360095283	rpart	2
2	0.566356747067264	1.39794000867204	rpart	2
2	0.548087490263054	1.54406804435028	rpart	2
2	0.548447563235901	1.68124123737559	rpart	2
2	0.528051550451279	1.81291335664286	rpart	2
2	0.504874361323273	1.94939000664491	rpart	2
2	0.517972253971334	2.08278537031645	rpart	2
2	0.514442969092003	2.21748394421391	rpart	2
2	0.494948909721558	2.3541084391474	rpart	2
2	0.488361127012208	2.48855071650044	rpart	2
2	0.483680507548909	2.62428209583567	rpart	2
2	0.473669883894812	2.75966784468963	rpart	2
2	0.462948179737406	2.89486965674525	rpart	2
2	0.458542796839495	3.03019478535675	rpart	2
2	0.455703653976016	3.16554107672237	rpart	2
2	0.460938810482766	3.30102999566398	rpart	2
